,Player,Team,G,Par,Stocks,eFG%,MP,PER,TS%,WS,BPM,VORP,Team_Win%,Team_G,Share,Games_Played_PCT,Year
0,Stephen Curry,Golden State Warriors,79.0,42.2,2.3,0.63,2700.0,31.5,0.669,17.9,11.9,9.5,0.8902,82.0,1.0,0.9634,2016
1,James Harden,Houston Rockets,82.0,42.6,2.3,0.512,3125.0,25.3,0.598,13.3,6.6,6.8,0.5,82.0,0.007,1.0,2016
2,Kevin Durant,Oklahoma City Thunder,72.0,41.4,2.2,0.573,2578.0,28.2,0.634,14.5,9.9,7.8,0.6707,82.0,0.112,0.878,2016
3,DeMarcus Cousins,Sacramento Kings,65.0,41.7,3.0,0.477,2246.0,23.6,0.538,5.7,3.3,3.0,0.4024,82.0,0,0.7927,2016
4,LeBron James,Cleveland Cavaliers,76.0,39.5,2.0,0.551,2709.0,27.5,0.588,13.6,9.0,7.5,0.6951,82.0,0.482,0.9268,2016
5,Damian Lillard,Portland Trail Blazers,75.0,35.9,1.3,0.497,2676.0,22.2,0.56,9.2,4.4,4.3,0.5366,82.0,0.02,0.9146,2016
6,Anthony Davis,New Orleans Pelicans,61.0,36.5,3.3,0.508,2164.0,25.0,0.559,7.2,3.9,3.2,0.3659,82.0,0,0.7439,2016
7,DeMar DeRozan,Toronto Raptors,78.0,32.0,1.3,0.463,2804.0,21.5,0.55,9.9,2.5,3.2,0.6829,82.0,0,0.9512,2016
8,Russell Westbrook,Oklahoma City Thunder,80.0,41.7,2.3,0.489,2750.0,27.6,0.554,14.0,7.8,6.8,0.6707,82.0,0.371,0.9756,2016
9,Paul George,Indiana Pacers,81.0,34.2,2.3,0.49,2819.0,20.9,0.557,9.2,4.9,4.9,0.5488,82.0,0,0.9878,2016
10,Isaiah Thomas,Boston Celtics,82.0,31.4,1.2,0.488,2644.0,21.5,0.562,9.7,4.3,4.2,0.5854,82.0,0,1.0,2016
11,Klay Thompson,Golden State Warriors,80.0,28.0,1.4,0.569,2666.0,18.6,0.597,8.0,1.8,2.5,0.8902,82.0,0,0.9756,2016
12,Carmelo Anthony,New York Knicks,72.0,33.7,1.4,0.474,2530.0,20.3,0.53,6.4,3.3,3.4,0.3902,82.0,0,0.878,2016
14,Kawhi Leonard,San Antonio Spurs,72.0,30.6,2.8,0.565,2380.0,26.0,0.616,13.7,9.1,6.7,0.8171,82.0,0.484,0.878,2016
15,Kyle Lowry,Toronto Raptors,77.0,32.3,2.5,0.516,2851.0,22.2,0.578,11.6,5.8,5.7,0.6829,82.0,0.005,0.939,2016
16,Jimmy Butler,Chicago Bulls,67.0,31.0,2.2,0.485,2474.0,21.3,0.562,9.1,4.4,3.9,0.5122,82.0,0,0.8171,2016
17,Kemba Walker,Charlotte Hornets,81.0,30.5,2.1,0.495,2885.0,20.8,0.554,9.9,4.0,4.3,0.5854,82.0,0,0.9878,2016
18,CJ McCollum,Portland Trail Blazers,80.0,28.3,1.5,0.517,2780.0,17.7,0.544,6.0,1.3,2.3,0.5366,82.0,0,0.9756,2016
19,Andrew Wiggins,Minnesota Timberwolves,81.0,26.3,1.6,0.481,2845.0,16.5,0.543,4.1,-1.3,0.5,0.3537,82.0,0,0.9878,2016
20,Brook Lopez,Brooklyn Nets,73.0,30.4,2.5,0.512,2457.0,21.7,0.562,6.2,1.3,2.1,0.2561,82.0,0,0.8902,2016
22,John Wall,Washington Wizards,77.0,35.0,2.7,0.467,2784.0,19.8,0.51,5.7,3.5,3.9,0.5,82.0,0,0.939,2016
